nama_provinsi,tahun,nilai,indikator
KALIMANTAN UTARA,2013,8.1,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2014,12.52,Harapan Lama Sekolah
KALIMANTAN UTARA,2014,8.35,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2015,12.54,Harapan Lama Sekolah
KALIMANTAN UTARA,2015,8.36,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2016,12.59,Harapan Lama Sekolah
KALIMANTAN UTARA,2016,8.49,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2017,12.79,Harapan Lama Sekolah
KALIMANTAN UTARA,2017,8.62,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2018,12.82,Harapan Lama Sekolah
KALIMANTAN UTARA,2018,8.87,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2019,12.84,Harapan Lama Sekolah
KALIMANTAN UTARA,2019,8.94,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2020,12.93,Harapan Lama Sekolah
KALIMANTAN UTARA,2020,9.0,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2021,12.94,Harapan Lama Sekolah
KALIMANTAN UTARA,2021,9.11,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2022,13.06,Harapan Lama Sekolah
KALIMANTAN UTARA,2022,9.27,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2023,13.2,Harapan Lama Sekolah
KALIMANTAN UTARA,2023,9.34,Rata-rata Lama Sekolah
KALIMANTAN UTARA,2024,13.21,Harapan Lama Sekolah
KALIMANTAN UTARA,2024,9.35,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2010,10.48,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2010,7.07,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2011,10.7,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2011,7.19,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2012,10.79,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2012,7.25,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2013,10.96,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2013,7.32,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2014,11.18,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2014,7.35,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2015,11.6,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2015,7.46,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2016,11.71,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2016,7.62,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2017,11.83,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2017,7.78,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2018,11.87,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2018,7.84,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2019,11.94,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2019,7.98,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2020,12.05,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2020,8.06,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2021,12.17,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2021,8.08,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2022,12.18,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2022,8.11,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2023,12.31,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2023,8.25,Rata-rata Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2024,12.49,Harapan Lama Sekolah
KEPULAUAN BANGKA BELITUNG,2024,8.33,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2010,11.51,Harapan Lama Sekolah
KEPULAUAN RIAU,2010,9.38,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2011,11.61,Harapan Lama Sekolah
KEPULAUAN RIAU,2011,9.46,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2012,11.9,Harapan Lama Sekolah
KEPULAUAN RIAU,2012,9.58,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2013,12.26,Harapan Lama Sekolah
KEPULAUAN RIAU,2013,9.63,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2014,12.51,Harapan Lama Sekolah
KEPULAUAN RIAU,2014,9.64,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2015,12.6,Harapan Lama Sekolah
KEPULAUAN RIAU,2015,9.65,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2016,12.66,Harapan Lama Sekolah
KEPULAUAN RIAU,2016,9.67,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2017,12.81,Harapan Lama Sekolah
KEPULAUAN RIAU,2017,9.79,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2018,12.82,Harapan Lama Sekolah
KEPULAUAN RIAU,2018,9.81,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2019,12.83,Harapan Lama Sekolah
KEPULAUAN RIAU,2019,9.99,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2020,12.87,Harapan Lama Sekolah
KEPULAUAN RIAU,2020,10.12,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2021,12.98,Harapan Lama Sekolah
KEPULAUAN RIAU,2021,10.18,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2022,12.99,Harapan Lama Sekolah
KEPULAUAN RIAU,2022,10.37,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2023,13.05,Harapan Lama Sekolah
KEPULAUAN RIAU,2023,10.41,Rata-rata Lama Sekolah
KEPULAUAN RIAU,2024,13.27,Harapan Lama Sekolah
KEPULAUAN RIAU,2024,10.5,Rata-rata Lama Sekolah
LAMPUNG,2010,10.88,Harapan Lama Sekolah
LAMPUNG,2010,7.26,Rata-rata Lama Sekolah
LAMPUNG,2011,11.04,Harapan Lama Sekolah
LAMPUNG,2011,7.28,Rata-rata Lama Sekolah
LAMPUNG,2012,11.37,Harapan Lama Sekolah
LAMPUNG,2012,7.3,Rata-rata Lama Sekolah
LAMPUNG,2013,11.9,Harapan Lama Sekolah
LAMPUNG,2013,7.32,Rata-rata Lama Sekolah
LAMPUNG,2014,12.24,Harapan Lama Sekolah
LAMPUNG,2014,7.48,Rata-rata Lama Sekolah
LAMPUNG,2015,12.25,Harapan Lama Sekolah
LAMPUNG,2015,7.56,Rata-rata Lama Sekolah
LAMPUNG,2016,12.35,Harapan Lama Sekolah
LAMPUNG,2016,7.63,Rata-rata Lama Sekolah
LAMPUNG,2017,12.46,Harapan Lama Sekolah
LAMPUNG,2017,7.79,Rata-rata Lama Sekolah
LAMPUNG,2018,12.61,Harapan Lama Sekolah
LAMPUNG,2018,7.82,Rata-rata Lama Sekolah
LAMPUNG,2019,12.63,Harapan Lama Sekolah
LAMPUNG,2019,7.92,Rata-rata Lama Sekolah
LAMPUNG,2020,12.65,Harapan Lama Sekolah
LAMPUNG,2020,8.05,Rata-rata Lama Sekolah
LAMPUNG,2021,12.73,Harapan Lama Sekolah
LAMPUNG,2021,8.08,Rata-rata Lama Sekolah
LAMPUNG,2022,12.74,Harapan Lama Sekolah
LAMPUNG,2022,8.18,Rata-rata Lama Sekolah
LAMPUNG,2023,12.77,Harapan Lama Sekolah
LAMPUNG,2023,8.29,Rata-rata Lama Sekolah
LAMPUNG,2024,12.78,Harapan Lama Sekolah
LAMPUNG,2024,8.36,Rata-rata Lama Sekolah
MALUKU,2010,12.62,Harapan Lama Sekolah
MALUKU,2010,8.64,Rata-rata Lama Sekolah
MALUKU,2011,12.85,Harapan Lama Sekolah
MALUKU,2011,8.72,Rata-rata Lama Sekolah
MALUKU,2012,12.96,Harapan Lama Sekolah
MALUKU,2012,8.8,Rata-rata Lama Sekolah
MALUKU,2013,13.35,Harapan Lama Sekolah
MALUKU,2013,8.81,Rata-rata Lama Sekolah
MALUKU,2014,13.53,Harapan Lama Sekolah
MALUKU,2014,9.15,Rata-rata Lama Sekolah
MALUKU,2015,13.56,Harapan Lama Sekolah
MALUKU,2015,9.16,Rata-rata Lama Sekolah
MALUKU,2016,13.73,Harapan Lama Sekolah
MALUKU,2016,9.27,Rata-rata Lama Sekolah
MALUKU,2017,13.91,Harapan Lama Sekolah
MALUKU,2017,9.38,Rata-rata Lama Sekolah
MALUKU,2018,13.92,Harapan Lama Sekolah
MALUKU,2018,9.58,Rata-rata Lama Sekolah
MALUKU,2019,13.94,Harapan Lama Sekolah
MALUKU,2019,9.81,Rata-rata Lama Sekolah
MALUKU,2020,13.96,Harapan Lama Sekolah
MALUKU,2020,9.93,Rata-rata Lama Sekolah
MALUKU,2021,13.97,Harapan Lama Sekolah
MALUKU,2021,10.03,Rata-rata Lama Sekolah
MALUKU,2022,14.0,Harapan Lama Sekolah
MALUKU,2022,10.19,Rata-rata Lama Sekolah
MALUKU,2023,14.08,Harapan Lama Sekolah
MALUKU,2023,10.2,Rata-rata Lama Sekolah
MALUKU,2024,14.09,Harapan Lama Sekolah
MALUKU,2024,10.26,Rata-rata Lama Sekolah
MALUKU UTARA,2010,11.74,Harapan Lama Sekolah
MALUKU UTARA,2010,7.91,Rata-rata Lama Sekolah
MALUKU UTARA,2011,11.79,Harapan Lama Sekolah
MALUKU UTARA,2011,7.98,Rata-rata Lama Sekolah
MALUKU UTARA,2012,12.19,Harapan Lama Sekolah
MALUKU UTARA,2012,8.04,Rata-rata Lama Sekolah
MALUKU UTARA,2013,12.48,Harapan Lama Sekolah
MALUKU UTARA,2013,8.27,Rata-rata Lama Sekolah
MALUKU UTARA,2014,12.72,Harapan Lama Sekolah
MALUKU UTARA,2014,8.34,Rata-rata Lama Sekolah
MALUKU UTARA,2015,13.1,Harapan Lama Sekolah
MALUKU UTARA,2015,8.37,Rata-rata Lama Sekolah
MALUKU UTARA,2016,13.45,Harapan Lama Sekolah
MALUKU UTARA,2016,8.52,Rata-rata Lama Sekolah
MALUKU UTARA,2017,13.56,Harapan Lama Sekolah
MALUKU UTARA,2017,8.61,Rata-rata Lama Sekolah
MALUKU UTARA,2018,13.62,Harapan Lama Sekolah
MALUKU UTARA,2018,8.72,Rata-rata Lama Sekolah
MALUKU UTARA,2019,13.63,Harapan Lama Sekolah
MALUKU UTARA,2019,9.0,Rata-rata Lama Sekolah
MALUKU UTARA,2020,13.67,Harapan Lama Sekolah
MALUKU UTARA,2020,9.04,Rata-rata Lama Sekolah
MALUKU UTARA,2021,13.68,Harapan Lama Sekolah
MALUKU UTARA,2021,9.09,Rata-rata Lama Sekolah
MALUKU UTARA,2022,13.73,Harapan Lama Sekolah
MALUKU UTARA,2022,9.24,Rata-rata Lama Sekolah
MALUKU UTARA,2023,13.74,Harapan Lama Sekolah
MALUKU UTARA,2023,9.26,Rata-rata Lama Sekolah
MALUKU UTARA,2024,13.75,Harapan Lama Sekolah
MALUKU UTARA,2024,9.37,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2010,11.66,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2010,5.73,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2011,11.97,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2011,6.07,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2012,12.21,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2012,6.33,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2013,12.46,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2013,6.54,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2014,12.73,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2014,6.67,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2015,13.04,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2015,6.71,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2016,13.16,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2016,6.79,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2017,13.46,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2017,6.9,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2018,13.47,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2018,7.03,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2019,13.48,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2019,7.27,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2020,13.7,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2020,7.31,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2021,13.9,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2021,7.38,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2022,13.96,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2022,7.61,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2023,13.97,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2023,7.74,Rata-rata Lama Sekolah
NUSA TENGGARA BARAT,2024,13.98,Harapan Lama Sekolah
NUSA TENGGARA BARAT,2024,7.87,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2010,10.85,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2010,6.5,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2011,11.55,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2011,6.6,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2012,11.73,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2012,6.71,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2013,12.27,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2013,6.76,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2014,12.65,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2014,6.85,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2015,12.84,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2015,6.93,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2016,12.97,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2016,7.02,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2017,13.07,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2017,7.15,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2018,13.1,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2018,7.3,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2019,13.15,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2019,7.55,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2020,13.18,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2020,7.63,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2021,13.2,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2021,7.69,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2022,13.21,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2022,7.7,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2023,13.22,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2023,7.82,Rata-rata Lama Sekolah
NUSA TENGGARA TIMUR,2024,13.23,Harapan Lama Sekolah
NUSA TENGGARA TIMUR,2024,8.02,Rata-rata Lama Sekolah
PAPUA,2010,8.57,Harapan Lama Sekolah
PAPUA,2010,5.59,Rata-rata Lama Sekolah
PAPUA,2011,8.92,Harapan Lama Sekolah
PAPUA,2011,5.6,Rata-rata Lama Sekolah
PAPUA,2012,9.11,Harapan Lama Sekolah
PAPUA,2012,5.73,Rata-rata Lama Sekolah
PAPUA,2013,9.58,Harapan Lama Sekolah
PAPUA,2013,5.74,Rata-rata Lama Sekolah
PAPUA,2014,9.94,Harapan Lama Sekolah
PAPUA,2014,5.76,Rata-rata Lama Sekolah
PAPUA,2015,9.95,Harapan Lama Sekolah
PAPUA,2015,5.99,Rata-rata Lama Sekolah
PAPUA,2016,10.23,Harapan Lama Sekolah
PAPUA,2016,6.15,Rata-rata Lama Sekolah
PAPUA,2017,10.54,Harapan Lama Sekolah
PAPUA,2017,6.27,Rata-rata Lama Sekolah
PAPUA,2018,10.83,Harapan Lama Sekolah
PAPUA,2018,6.52,Rata-rata Lama Sekolah
PAPUA,2019,11.05,Harapan Lama Sekolah
PAPUA,2019,6.65,Rata-rata Lama Sekolah
PAPUA,2020,11.08,Harapan Lama Sekolah
PAPUA,2020,6.69,Rata-rata Lama Sekolah
PAPUA,2021,11.11,Harapan Lama Sekolah
PAPUA,2021,6.76,Rata-rata Lama Sekolah
PAPUA,2022,11.14,Harapan Lama Sekolah
PAPUA,2022,7.02,Rata-rata Lama Sekolah
PAPUA,2023,11.15,Harapan Lama Sekolah
PAPUA,2023,7.15,Rata-rata Lama Sekolah
PAPUA,2024,13.72,Harapan Lama Sekolah
PAPUA,2024,9.82,Rata-rata Lama Sekolah
PAPUA BARAT,2010,11.1,Harapan Lama Sekolah
PAPUA BARAT,2010,6.77,Rata-rata Lama Sekolah
PAPUA BARAT,2011,11.21,Harapan Lama Sekolah
PAPUA BARAT,2011,6.82,Rata-rata Lama Sekolah
PAPUA BARAT,2012,11.45,Harapan Lama Sekolah
PAPUA BARAT,2012,6.87,Rata-rata Lama Sekolah
PAPUA BARAT,2013,11.67,Harapan Lama Sekolah
PAPUA BARAT,2013,6.91,Rata-rata Lama Sekolah
PAPUA BARAT,2014,11.87,Harapan Lama Sekolah
PAPUA BARAT,2014,6.96,Rata-rata Lama Sekolah
PAPUA BARAT,2015,12.06,Harapan Lama Sekolah
PAPUA BARAT,2015,7.01,Rata-rata Lama Sekolah
PAPUA BARAT,2016,12.26,Harapan Lama Sekolah
PAPUA BARAT,2016,7.06,Rata-rata Lama Sekolah
PAPUA BARAT,2017,12.47,Harapan Lama Sekolah
PAPUA BARAT,2017,7.15,Rata-rata Lama Sekolah
PAPUA BARAT,2018,12.53,Harapan Lama Sekolah
PAPUA BARAT,2018,7.27,Rata-rata Lama Sekolah
PAPUA BARAT,2019,12.72,Harapan Lama Sekolah
PAPUA BARAT,2019,7.44,Rata-rata Lama Sekolah
PAPUA BARAT,2020,12.91,Harapan Lama Sekolah
PAPUA BARAT,2020,7.6,Rata-rata Lama Sekolah
PAPUA BARAT,2021,13.13,Harapan Lama Sekolah
PAPUA BARAT,2021,7.69,Rata-rata Lama Sekolah
PAPUA BARAT,2022,13.21,Harapan Lama Sekolah
PAPUA BARAT,2022,7.84,Rata-rata Lama Sekolah
PAPUA BARAT,2023,13.34,Harapan Lama Sekolah
PAPUA BARAT,2023,7.93,Rata-rata Lama Sekolah
PAPUA BARAT,2024,13.17,Harapan Lama Sekolah
PAPUA BARAT,2024,7.86,Rata-rata Lama Sekolah
PAPUA BARAT DAYA,2024,13.88,Harapan Lama Sekolah
PAPUA BARAT DAYA,2024,8.39,Rata-rata Lama Sekolah
PAPUA PEGUNUNGAN,2024,9.97,Harapan Lama Sekolah
PAPUA PEGUNUNGAN,2024,4.21,Rata-rata Lama Sekolah
PAPUA SELATAN,2024,12.67,Harapan Lama Sekolah
PAPUA SELATAN,2024,8.38,Rata-rata Lama Sekolah
PAPUA TENGAH,2024,9.63,Harapan Lama Sekolah
PAPUA TENGAH,2024,6.12,Rata-rata Lama Sekolah
RIAU,2010,11.76,Harapan Lama Sekolah
RIAU,2010,8.25,Rata-rata Lama Sekolah
RIAU,2011,11.78,Harapan Lama Sekolah
RIAU,2011,8.29,Rata-rata Lama Sekolah
RIAU,2012,11.79,Harapan Lama Sekolah
RIAU,2012,8.34,Rata-rata Lama Sekolah
RIAU,2013,12.27,Harapan Lama Sekolah
RIAU,2013,8.38,Rata-rata Lama Sekolah
RIAU,2014,12.45,Harapan Lama Sekolah
RIAU,2014,8.47,Rata-rata Lama Sekolah
RIAU,2015,12.74,Harapan Lama Sekolah
RIAU,2015,8.49,Rata-rata Lama Sekolah
RIAU,2016,12.86,Harapan Lama Sekolah
RIAU,2016,8.59,Rata-rata Lama Sekolah
RIAU,2017,13.03,Harapan Lama Sekolah
RIAU,2017,8.76,Rata-rata Lama Sekolah
RIAU,2018,13.11,Harapan Lama Sekolah
RIAU,2018,8.92,Rata-rata Lama Sekolah
RIAU,2019,13.14,Harapan Lama Sekolah
RIAU,2019,9.03,Rata-rata Lama Sekolah
RIAU,2020,13.2,Harapan Lama Sekolah
RIAU,2020,9.14,Rata-rata Lama Sekolah
RIAU,2021,13.28,Harapan Lama Sekolah
RIAU,2021,9.19,Rata-rata Lama Sekolah
RIAU,2022,13.29,Harapan Lama Sekolah
RIAU,2022,9.22,Rata-rata Lama Sekolah
RIAU,2023,13.3,Harapan Lama Sekolah
RIAU,2023,9.32,Rata-rata Lama Sekolah
RIAU,2024,13.42,Harapan Lama Sekolah
RIAU,2024,9.43,Rata-rata Lama Sekolah
SULAWESI BARAT,2010,10.58,Harapan Lama Sekolah
SULAWESI BARAT,2010,6.63,Rata-rata Lama Sekolah
SULAWESI BARAT,2011,11.21,Harapan Lama Sekolah
SULAWESI BARAT,2011,6.65,Rata-rata Lama Sekolah
SULAWESI BARAT,2012,11.28,Harapan Lama Sekolah
SULAWESI BARAT,2012,6.76,Rata-rata Lama Sekolah
SULAWESI BARAT,2013,11.46,Harapan Lama Sekolah
SULAWESI BARAT,2013,6.87,Rata-rata Lama Sekolah
SULAWESI BARAT,2014,11.78,Harapan Lama Sekolah
SULAWESI BARAT,2014,6.88,Rata-rata Lama Sekolah
SULAWESI BARAT,2015,12.22,Harapan Lama Sekolah
SULAWESI BARAT,2015,6.94,Rata-rata Lama Sekolah
SULAWESI BARAT,2016,12.34,Harapan Lama Sekolah
SULAWESI BARAT,2016,7.14,Rata-rata Lama Sekolah
SULAWESI BARAT,2017,12.48,Harapan Lama Sekolah
SULAWESI BARAT,2017,7.31,Rata-rata Lama Sekolah
SULAWESI BARAT,2018,12.59,Harapan Lama Sekolah
SULAWESI BARAT,2018,7.5,Rata-rata Lama Sekolah
SULAWESI BARAT,2019,12.62,Harapan Lama Sekolah
SULAWESI BARAT,2019,7.73,Rata-rata Lama Sekolah
SULAWESI BARAT,2020,12.77,Harapan Lama Sekolah
SULAWESI BARAT,2020,7.89,Rata-rata Lama Sekolah
SULAWESI BARAT,2021,12.86,Harapan Lama Sekolah
SULAWESI BARAT,2021,7.96,Rata-rata Lama Sekolah
SULAWESI BARAT,2022,12.87,Harapan Lama Sekolah
SULAWESI BARAT,2022,8.08,Rata-rata Lama Sekolah
SULAWESI BARAT,2023,12.88,Harapan Lama Sekolah
SULAWESI BARAT,2023,8.13,Rata-rata Lama Sekolah
SULAWESI BARAT,2024,12.89,Harapan Lama Sekolah
SULAWESI BARAT,2024,8.15,Rata-rata Lama Sekolah
SULAWESI SELATAN,2010,11.47,Harapan Lama Sekolah
SULAWESI SELATAN,2010,7.29,Rata-rata Lama Sekolah
SULAWESI SELATAN,2011,11.82,Harapan Lama Sekolah
SULAWESI SELATAN,2011,7.33,Rata-rata Lama Sekolah
SULAWESI SELATAN,2012,12.16,Harapan Lama Sekolah
SULAWESI SELATAN,2012,7.37,Rata-rata Lama Sekolah
SULAWESI SELATAN,2013,12.52,Harapan Lama Sekolah
SULAWESI SELATAN,2013,7.45,Rata-rata Lama Sekolah
SULAWESI SELATAN,2014,12.9,Harapan Lama Sekolah
SULAWESI SELATAN,2014,7.49,Rata-rata Lama Sekolah
SULAWESI SELATAN,2015,12.99,Harapan Lama Sekolah
SULAWESI SELATAN,2015,7.64,Rata-rata Lama Sekolah
SULAWESI SELATAN,2016,13.16,Harapan Lama Sekolah
SULAWESI SELATAN,2016,7.75,Rata-rata Lama Sekolah
SULAWESI SELATAN,2017,13.28,Harapan Lama Sekolah
SULAWESI SELATAN,2017,7.95,Rata-rata Lama Sekolah
SULAWESI SELATAN,2018,13.34,Harapan Lama Sekolah
SULAWESI SELATAN,2018,8.02,Rata-rata Lama Sekolah
SULAWESI SELATAN,2019,13.36,Harapan Lama Sekolah
SULAWESI SELATAN,2019,8.26,Rata-rata Lama Sekolah
SULAWESI SELATAN,2020,13.45,Harapan Lama Sekolah
SULAWESI SELATAN,2020,8.38,Rata-rata Lama Sekolah
SULAWESI SELATAN,2021,13.52,Harapan Lama Sekolah
SULAWESI SELATAN,2021,8.46,Rata-rata Lama Sekolah
SULAWESI SELATAN,2022,13.53,Harapan Lama Sekolah
SULAWESI SELATAN,2022,8.63,Rata-rata Lama Sekolah
SULAWESI SELATAN,2023,13.54,Harapan Lama Sekolah
SULAWESI SELATAN,2023,8.76,Rata-rata Lama Sekolah
SULAWESI SELATAN,2024,13.55,Harapan Lama Sekolah
SULAWESI SELATAN,2024,8.86,Rata-rata Lama Sekolah
SULAWESI TENGAH,2010,11.17,Harapan Lama Sekolah
SULAWESI TENGAH,2010,7.65,Rata-rata Lama Sekolah
SULAWESI TENGAH,2011,11.82,Harapan Lama Sekolah
SULAWESI TENGAH,2011,7.69,Rata-rata Lama Sekolah
SULAWESI TENGAH,2012,12.09,Harapan Lama Sekolah
SULAWESI TENGAH,2012,7.73,Rata-rata Lama Sekolah
SULAWESI TENGAH,2013,12.36,Harapan Lama Sekolah
SULAWESI TENGAH,2013,7.82,Rata-rata Lama Sekolah
SULAWESI TENGAH,2014,12.71,Harapan Lama Sekolah
SULAWESI TENGAH,2014,7.89,Rata-rata Lama Sekolah
SULAWESI TENGAH,2015,12.72,Harapan Lama Sekolah
SULAWESI TENGAH,2015,7.97,Rata-rata Lama Sekolah
SULAWESI TENGAH,2016,12.92,Harapan Lama Sekolah
SULAWESI TENGAH,2016,8.12,Rata-rata Lama Sekolah
SULAWESI TENGAH,2017,13.04,Harapan Lama Sekolah
SULAWESI TENGAH,2017,8.29,Rata-rata Lama Sekolah
SULAWESI TENGAH,2018,13.13,Harapan Lama Sekolah
SULAWESI TENGAH,2018,8.52,Rata-rata Lama Sekolah
SULAWESI TENGAH,2019,13.14,Harapan Lama Sekolah
SULAWESI TENGAH,2019,8.75,Rata-rata Lama Sekolah
SULAWESI TENGAH,2020,13.17,Harapan Lama Sekolah
SULAWESI TENGAH,2020,8.83,Rata-rata Lama Sekolah
SULAWESI TENGAH,2021,13.23,Harapan Lama Sekolah
SULAWESI TENGAH,2021,8.89,Rata-rata Lama Sekolah
SULAWESI TENGAH,2022,13.32,Harapan Lama Sekolah
SULAWESI TENGAH,2022,8.89,Rata-rata Lama Sekolah
SULAWESI TENGAH,2023,13.33,Harapan Lama Sekolah
SULAWESI TENGAH,2023,8.96,Rata-rata Lama Sekolah
SULAWESI TENGAH,2024,13.34,Harapan Lama Sekolah
SULAWESI TENGAH,2024,9.04,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2010,12.15,Harapan Lama Sekolah
SULAWESI TENGGARA,2010,7.57,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2011,12.3,Harapan Lama Sekolah
SULAWESI TENGGARA,2011,7.67,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2012,12.45,Harapan Lama Sekolah
SULAWESI TENGGARA,2012,7.76,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2013,12.45,Harapan Lama Sekolah
SULAWESI TENGGARA,2013,7.93,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2014,12.78,Harapan Lama Sekolah
SULAWESI TENGGARA,2014,8.02,Rata-rata Lama Sekolah
SULAWESI TENGGARA,2015,13.07,Harapan Lama Sekolah
SULAWESI TENGGARA,2015,8.18,Rata-rata Lama Sekolah
